Id,DataMovimentacao,Descricao,Valor,Tipo
101,2030-03-27,Hospedagem,600.0,1
102,2032-02-20,Hospedagem,600.0,1
103,2032-02-27,Hospedagem,300.0,1
104,2032-12-16,Hospedagem,300.0,1
105,2031-06-10,Hospedagem,400.0,1
106,2032-05-10,Hospedagem,200.0,1
107,2030-03-14,Hospedagem,150.0,1
108,2032-10-08,Hospedagem,150.0,1
109,2031-10-03,Hospedagem,200.0,1
110,2032-08-10,Hospedagem,300.0,1
111,2031-04-10,Hospedagem,300.0,1
112,2031-11-24,Hospedagem,300.0,1
113,2030-07-16,Hospedagem,400.0,1
114,2032-02-07,Hospedagem,200.0,1
115,2031-10-09,Hospedagem,400.0,1
116,2030-08-13,Hospedagem,1000.0,1
117,2030-05-30,Hospedagem,750.0,1
118,2032-09-21,Hospedagem,400.0,1
119,2030-07-12,Hospedagem,300.0,1
120,2032-02-20,Hospedagem,100.0,1
121,2030-11-30,Hospedagem,100.0,1
122,2030-12-02,Hospedagem,300.0,1
123,2030-12-18,Hospedagem,200.0,1
124,2030-02-13,Hospedagem,600.0,1
125,2031-12-28,Hospedagem,750.0,1
126,2031-10-29,Hospedagem,100.0,1
127,2031-10-28,Hospedagem,450.0,1
128,2032-09-16,Hospedagem,100.0,1
129,2030-11-29,Hospedagem,100.0,1
130,2031-05-30,Hospedagem,400.0,1
131,2031-10-02,Hospedagem,100.0,1
132,2031-11-04,Hospedagem,200.0,1
133,2031-10-05,Hospedagem,300.0,1
134,2031-09-26,Hospedagem,300.0,1
135,2030-05-27,Hospedagem,400.0,1
136,2031-11-26,Hospedagem,300.0,1
137,2032-07-07,Hospedagem,150.0,1
138,2030-07-13,Hospedagem,400.0,1
139,2031-07-28,Hospedagem,100.0,1
140,2032-01-27,Hospedagem,200.0,1
141,2032-10-21,Hospedagem,400.0,1
142,2030-04-24,Hospedagem,600.0,1
143,2030-10-27,Hospedagem,100.0,1
144,2030-02-23,Hospedagem,200.0,1
145,2031-01-20,Hospedagem,150.0,1
146,2031-10-09,Hospedagem,200.0,1
147,2030-01-08,Hospedagem,200.0,1
148,2030-02-27,Hospedagem,100.0,1
149,2031-10-08,Hospedagem,600.0,1
150,2030-10-15,Hospedagem,200.0,1
151,2032-05-20,Hospedagem,500.0,1
152,2032-11-03,Hospedagem,150.0,1
153,2030-11-07,Hospedagem,100.0,1
154,2030-06-26,Hospedagem,300.0,1
155,2032-07-25,Hospedagem,750.0,1
156,2030-11-12,Hospedagem,450.0,1
157,2032-04-02,Hospedagem,100.0,1
158,2032-02-11,Hospedagem,450.0,1
159,2031-10-01,Hospedagem,150.0,1
160,2031-01-29,Hospedagem,750.0,1
161,2032-12-22,Hospedagem,100.0,1
162,2032-02-28,Hospedagem,100.0,1
163,2030-09-27,Hospedagem,100.0,1
164,2031-01-29,Hospedagem,300.0,1
165,2031-01-07,Hospedagem,200.0,1
166,2032-01-07,Hospedagem,200.0,1
167,2030-08-26,Hospedagem,200.0,1
168,2030-12-10,Hospedagem,450.0,1
169,2031-12-15,Hospedagem,400.0,1
170,2030-10-11,Hospedagem,750.0,1
171,2032-06-29,Hospedagem,200.0,1
172,2031-12-11,Hospedagem,200.0,1
173,2032-12-31,Hospedagem,150.0,1
174,2030-04-05,Hospedagem,200.0,1
175,2032-12-26,Hospedagem,100.0,1
176,2032-02-17,Hospedagem,100.0,1
177,2030-10-01,Hospedagem,150.0,1
178,2031-01-11,Hospedagem,450.0,1
179,2030-05-31,Hospedagem,150.0,1
180,2032-07-29,Hospedagem,600.0,1
181,2032-04-28,Hospedagem,100.0,1
182,2030-07-26,Hospedagem,100.0,1
183,2030-09-10,Hospedagem,600.0,1
184,2032-05-17,Hospedagem,300.0,1
185,2031-12-24,Hospedagem,300.0,1
186,2032-07-12,Hospedagem,200.0,1
187,2030-02-01,Hospedagem,150.0,1
188,2030-03-21,Hospedagem,200.0,1
189,2031-06-23,Hospedagem,200.0,1
190,2032-12-20,Hospedagem,800.0,1
191,2032-04-26,Hospedagem,150.0,1
192,2031-12-19,Hospedagem,100.0,1
193,2032-05-28,Hospedagem,400.0,1
194,2032-09-21,Hospedagem,300.0,1
195,2032-03-15,Hospedagem,450.0,1
196,2032-07-27,Hospedagem,100.0,1
197,2030-01-28,Hospedagem,100.0,1
198,2031-08-10,Hospedagem,400.0,1
199,2031-02-11,Hospedagem,100.0,1
200,2032-07-10,Hospedagem,300.0,1
201,2030-10-15,Hospedagem,100.0,1
202,2030-05-21,Hospedagem,300.0,1
203,2031-07-07,Hospedagem,500.0,1
204,2030-03-02,Hospedagem,100.0,1
205,2031-03-11,Hospedagem,50.0,1
206,2032-08-08,Hospedagem,200.0,1
207,2031-11-19,Hospedagem,300.0,1
208,2032-03-19,Hospedagem,500.0,1
209,2031-01-12,Hospedagem,150.0,1
210,2032-08-30,Hospedagem,200.0,1
211,2030-07-23,Hospedagem,800.0,1
212,2032-02-27,Hospedagem,100.0,1
213,2032-12-11,Hospedagem,100.0,1
214,2032-09-27,Hospedagem,400.0,1
215,2030-04-16,Hospedagem,300.0,1
216,2030-01-02,Hospedagem,150.0,1
217,2030-07-27,Hospedagem,150.0,1
218,2032-06-01,Hospedagem,200.0,1
219,2032-11-07,Hospedagem,100.0,1
220,2032-02-24,Hospedagem,600.0,1
221,2031-10-31,Hospedagem,400.0,1
222,2031-10-12,Hospedagem,150.0,1
223,2031-06-30,Hospedagem,200.0,1
224,2032-06-23,Hospedagem,100.0,1
225,2031-08-30,Hospedagem,200.0,1
226,2032-07-29,Hospedagem,450.0,1
227,2030-07-14,Hospedagem,100.0,1
228,2032-08-06,Hospedagem,100.0,1
229,2032-07-17,Hospedagem,150.0,1
230,2032-03-08,Hospedagem,100.0,1
231,2030-08-08,Hospedagem,400.0,1
232,2031-12-15,Hospedagem,400.0,1
233,2030-03-01,Hospedagem,300.0,1
234,2031-02-09,Hospedagem,400.0,1
235,2031-07-14,Hospedagem,500.0,1
236,2030-05-08,Hospedagem,400.0,1
237,2031-11-09,Hospedagem,400.0,1
238,2031-01-21,Hospedagem,100.0,1
239,2031-10-24,Hospedagem,150.0,1
240,2030-06-23,Hospedagem,300.0,1
241,2031-06-23,Hospedagem,100.0,1
242,2030-10-15,Hospedagem,150.0,1
243,2032-02-24,Hospedagem,300.0,1
244,2031-05-08,Hospedagem,450.0,1
245,2031-06-24,Hospedagem,100.0,1
246,2032-08-22,Hospedagem,300.0,1
247,2031-11-08,Hospedagem,100.0,1
248,2032-09-12,Hospedagem,100.0,1
249,2030-12-12,Hospedagem,150.0,1
250,2031-11-05,Hospedagem,300.0,1
251,2030-02-24,Hospedagem,150.0,1
252,2031-05-01,Hospedagem,600.0,1
253,2030-04-05,Hospedagem,600.0,1
254,2032-01-29,Hospedagem,300.0,1
255,2031-05-21,Hospedagem,150.0,1
256,2032-09-26,Hospedagem,400.0,1
257,2032-01-10,Hospedagem,800.0,1
258,2030-05-30,Hospedagem,200.0,1
259,2030-02-22,Hospedagem,100.0,1
260,2032-09-24,Hospedagem,800.0,1
261,2030-02-26,Hospedagem,150.0,1
262,2032-07-24,Hospedagem,100.0,1
263,2032-07-07,Hospedagem,500.0,1
264,2032-07-21,Hospedagem,200.0,1
265,2031-01-22,Hospedagem,200.0,1
266,2032-09-08,Hospedagem,100.0,1
267,2031-05-20,Hospedagem,200.0,1
268,2030-12-27,Hospedagem,100.0,1
269,2030-06-08,Hospedagem,200.0,1
270,2032-09-02,Hospedagem,150.0,1
271,2031-05-02,Hospedagem,100.0,1
272,2032-08-17,Hospedagem,300.0,1
273,2031-08-24,Hospedagem,100.0,1
274,2032-01-09,Hospedagem,100.0,1
275,2032-04-11,Hospedagem,150.0,1
276,2030-07-27,Hospedagem,200.0,1
277,2032-08-17,Hospedagem,450.0,1
278,2031-06-03,Hospedagem,100.0,1
279,2030-07-25,Hospedagem,200.0,1
280,2030-08-22,Hospedagem,150.0,1
281,2032-09-10,Hospedagem,200.0,1
282,2031-05-01,Hospedagem,1000.0,1
283,2032-06-24,Hospedagem,150.0,1
284,2032-02-28,Hospedagem,300.0,1
285,2032-03-16,Hospedagem,100.0,1
286,2030-03-18,Hospedagem,100.0,1
287,2030-07-05,Hospedagem,400.0,1
288,2032-07-23,Hospedagem,600.0,1
289,2031-08-23,Hospedagem,150.0,1
290,2032-05-07,Hospedagem,600.0,1
291,2030-09-01,Hospedagem,150.0,1
292,2032-11-22,Hospedagem,400.0,1
293,2032-02-22,Hospedagem,450.0,1
294,2031-01-30,Hospedagem,400.0,1
295,2030-10-19,Hospedagem,200.0,1
296,2031-01-06,Hospedagem,200.0,1
297,2032-10-29,Hospedagem,200.0,1
298,2032-12-07,Hospedagem,450.0,1
299,2031-05-04,Hospedagem,400.0,1
300,2030-02-10,Hospedagem,400.0,1
301,2031-10-29,Hospedagem,150.0,1
302,2032-11-18,Hospedagem,600.0,1
303,2030-01-25,Hospedagem,100.0,1
304,2032-11-22,Hospedagem,300.0,1
305,2030-01-14,Hospedagem,100.0,1
306,2031-12-15,Hospedagem,300.0,1
307,2030-03-19,Hospedagem,100.0,1
308,2032-11-24,Hospedagem,150.0,1
309,2031-12-17,Hospedagem,300.0,1
310,2032-12-11,Hospedagem,300.0,1
311,2031-09-07,Hospedagem,800.0,1
312,2030-08-06,Hospedagem,150.0,1
313,2031-02-17,Hospedagem,200.0,1
314,2032-11-26,Hospedagem,200.0,1
315,2031-03-31,Hospedagem,300.0,1
316,2032-08-26,Hospedagem,100.0,1
317,2030-04-13,Hospedagem,100.0,1
318,2030-01-23,Hospedagem,600.0,1
319,2031-03-29,Hospedagem,150.0,1
320,2030-02-17,Hospedagem,200.0,1
321,2032-02-21,Hospedagem,150.0,1
322,2032-09-11,Hospedagem,200.0,1
323,2032-02-09,Hospedagem,600.0,1
324,2031-09-09,Hospedagem,300.0,1
325,2032-09-15,Hospedagem,800.0,1
326,2032-08-31,Hospedagem,100.0,1
327,2030-09-15,Hospedagem,100.0,1
328,2031-02-12,Hospedagem,100.0,1
329,2030-10-30,Hospedagem,100.0,1
330,2032-04-28,Hospedagem,300.0,1
331,2030-01-08,Hospedagem,300.0,1
332,2032-07-13,Hospedagem,150.0,1
333,2032-03-13,Hospedagem,450.0,1
334,2032-11-24,Hospedagem,100.0,1
335,2030-03-05,Hospedagem,300.0,1
336,2031-01-12,Hospedagem,200.0,1
337,2031-04-08,Hospedagem,200.0,1
338,2030-04-30,Hospedagem,50.0,1
339,2030-08-04,Hospedagem,500.0,1
340,2030-01-23,Hospedagem,400.0,1
341,2031-03-19,Hospedagem,200.0,1
342,2031-12-16,Hospedagem,600.0,1
343,2032-07-11,Hospedagem,200.0,1
344,2030-10-23,Hospedagem,150.0,1
345,2030-02-19,Hospedagem,100.0,1
346,2030-03-17,Hospedagem,400.0,1
347,2031-09-08,Hospedagem,150.0,1
348,2031-10-12,Hospedagem,100.0,1
349,2032-07-16,Hospedagem,150.0,1
350,2032-02-23,Hospedagem,100.0,1
351,2030-11-14,Hospedagem,450.0,1
352,2031-01-19,Hospedagem,100.0,1
353,2031-10-25,Hospedagem,450.0,1
354,2030-05-19,Hospedagem,50.0,1
355,2030-11-23,Hospedagem,150.0,1
356,2032-02-15,Hospedagem,300.0,1
357,2032-04-29,Hospedagem,200.0,1
358,2030-02-27,Hospedagem,400.0,1
359,2030-01-26,Hospedagem,600.0,1
360,2030-12-21,Hospedagem,450.0,1
361,2032-02-16,Hospedagem,150.0,1
362,2030-01-13,Hospedagem,150.0,1
363,2031-08-05,Hospedagem,800.0,1
364,2031-06-24,Hospedagem,150.0,1
365,2031-07-19,Hospedagem,150.0,1
366,2030-11-12,Hospedagem,450.0,1
367,2031-11-28,Hospedagem,100.0,1
368,2031-10-22,Hospedagem,150.0,1
369,2031-03-10,Hospedagem,150.0,1
370,2030-01-14,Hospedagem,200.0,1
371,2032-12-22,Hospedagem,400.0,1
372,2030-02-03,Hospedagem,200.0,1
373,2031-05-04,Hospedagem,100.0,1
374,2031-02-13,Hospedagem,300.0,1
375,2030-06-08,Hospedagem,400.0,1
376,2032-01-12,Hospedagem,400.0,1
377,2032-08-09,Hospedagem,200.0,1
378,2030-08-04,Hospedagem,100.0,1
379,2031-12-24,Hospedagem,200.0,1
380,2032-09-17,Hospedagem,200.0,1
381,2031-01-21,Hospedagem,100.0,1
382,2031-10-05,Hospedagem,100.0,1
383,2032-01-14,Hospedagem,200.0,1
384,2030-07-01,Hospedagem,300.0,1
385,2032-11-09,Hospedagem,200.0,1
386,2032-05-13,Hospedagem,400.0,1
387,2030-12-24,Hospedagem,100.0,1
388,2032-12-31,Hospedagem,150.0,1
389,2030-05-01,Hospedagem,300.0,1
390,2032-08-29,Hospedagem,100.0,1
391,2032-07-02,Hospedagem,450.0,1
392,2032-03-10,Hospedagem,200.0,1
393,2031-04-12,Hospedagem,200.0,1
394,2031-05-01,Hospedagem,150.0,1
395,2030-06-24,Hospedagem,100.0,1
396,2030-12-06,Hospedagem,200.0,1
397,2031-03-21,Hospedagem,150.0,1
398,2031-06-22,Hospedagem,200.0,1
399,2030-05-03,Hospedagem,200.0,1
400,2032-10-04,Hospedagem,600.0,1
401,2032-12-22,Hospedagem,300.0,1
402,2032-06-29,Hospedagem,300.0,1
403,2030-03-14,Hospedagem,100.0,1
404,2030-04-03,Hospedagem,500.0,1
405,2031-06-03,Hospedagem,150.0,1
406,2030-02-26,Hospedagem,300.0,1
407,2030-09-21,Hospedagem,200.0,1
408,2031-02-18,Hospedagem,600.0,1
409,2032-01-20,Hospedagem,200.0,1
410,2030-11-28,Hospedagem,100.0,1
411,2030-03-20,Hospedagem,150.0,1
412,2032-02-06,Hospedagem,100.0,1
413,2031-11-08,Hospedagem,150.0,1
414,2032-03-19,Hospedagem,150.0,1
415,2032-03-29,Hospedagem,200.0,1
416,2032-09-30,Hospedagem,450.0,1
417,2032-09-02,Hospedagem,200.0,1
418,2030-05-20,Hospedagem,400.0,1
419,2030-04-21,Hospedagem,300.0,1
420,2031-05-07,Hospedagem,750.0,1
421,2030-05-12,Hospedagem,100.0,1
422,2031-03-21,Hospedagem,300.0,1
423,2032-10-13,Hospedagem,100.0,1
424,2032-11-11,Hospedagem,400.0,1
425,2031-05-29,Hospedagem,300.0,1
426,2032-11-25,Hospedagem,600.0,1
427,2030-04-17,Hospedagem,300.0,1
428,2032-10-09,Hospedagem,150.0,1
429,2030-02-21,Hospedagem,150.0,1
430,2032-08-29,Hospedagem,200.0,1
431,2032-06-23,Hospedagem,200.0,1
432,2032-01-26,Hospedagem,500.0,1
433,2031-12-06,Hospedagem,450.0,1
434,2032-03-31,Hospedagem,150.0,1
435,2031-06-16,Hospedagem,100.0,1
436,2032-11-05,Hospedagem,150.0,1
437,2031-03-03,Hospedagem,300.0,1
438,2032-01-31,Hospedagem,200.0,1
439,2030-07-11,Hospedagem,400.0,1
440,2032-11-18,Hospedagem,400.0,1
441,2032-09-24,Hospedagem,300.0,1
442,2031-07-05,Hospedagem,300.0,1
443,2030-11-12,Hospedagem,400.0,1
444,2030-10-04,Hospedagem,600.0,1
445,2030-01-07,Hospedagem,300.0,1
446,2030-12-06,Hospedagem,400.0,1
447,2032-09-13,Hospedagem,400.0,1
448,2032-01-04,Hospedagem,300.0,1
449,2032-12-08,Hospedagem,300.0,1
450,2030-01-13,Hospedagem,300.0,1
451,2032-12-21,Hospedagem,200.0,1
452,2032-09-12,Hospedagem,1000.0,1
453,2030-08-11,Hospedagem,150.0,1
454,2032-11-17,Hospedagem,150.0,1
455,2030-06-01,Hospedagem,750.0,1
456,2031-04-07,Hospedagem,600.0,1
457,2030-12-12,Hospedagem,150.0,1
458,2030-12-09,Hospedagem,200.0,1
459,2030-03-16,Hospedagem,200.0,1
460,2032-10-09,Hospedagem,150.0,1
461,2031-02-02,Hospedagem,400.0,1
462,2032-08-30,Hospedagem,100.0,1
463,2031-10-20,Hospedagem,150.0,1
464,2032-01-13,Hospedagem,500.0,1
465,2032-09-14,Hospedagem,400.0,1
466,2032-02-07,Hospedagem,450.0,1
467,2031-10-01,Hospedagem,200.0,1
468,2030-07-27,Hospedagem,100.0,1
469,2031-11-16,Hospedagem,400.0,1
470,2031-12-14,Hospedagem,100.0,1
471,2030-11-02,Hospedagem,100.0,1
472,2031-01-06,Hospedagem,150.0,1
473,2031-05-22,Hospedagem,450.0,1
474,2031-08-23,Hospedagem,300.0,1
475,2032-08-02,Hospedagem,100.0,1
476,2031-11-28,Hospedagem,300.0,1
477,2030-12-14,Hospedagem,300.0,1
478,2032-05-20,Hospedagem,100.0,1
479,2032-11-03,Hospedagem,600.0,1
480,2032-08-11,Hospedagem,200.0,1
481,2031-01-12,Hospedagem,300.0,1
482,2032-11-07,Hospedagem,50.0,1
483,2031-06-03,Hospedagem,150.0,1
484,2030-07-27,Hospedagem,450.0,1
485,2030-10-25,Hospedagem,400.0,1
486,2030-03-18,Hospedagem,100.0,1
487,2030-04-02,Hospedagem,600.0,1
488,2031-10-05,Hospedagem,300.0,1
489,2032-12-27,Hospedagem,200.0,1
490,2032-06-08,Hospedagem,150.0,1
491,2030-12-12,Hospedagem,100.0,1
492,2032-10-09,Hospedagem,400.0,1
493,2032-07-24,Hospedagem,600.0,1
494,2031-04-24,Hospedagem,200.0,1
495,2030-01-12,Hospedagem,300.0,1
496,2032-10-02,Hospedagem,150.0,1
497,2031-07-25,Hospedagem,450.0,1
498,2030-11-28,Hospedagem,600.0,1
499,2032-04-21,Hospedagem,600.0,1
500,2030-05-20,Hospedagem,300.0,1
501,2032-10-08,Hospedagem,150.0,1
502,2030-02-01,Hospedagem,500.0,1
503,2032-01-20,Hospedagem,100.0,1
504,2032-05-04,Hospedagem,600.0,1
505,2031-04-27,Hospedagem,600.0,1
506,2032-05-10,Hospedagem,100.0,1
507,2031-06-08,Hospedagem,300.0,1
508,2031-03-14,Hospedagem,100.0,1
509,2032-05-28,Hospedagem,200.0,1
510,2032-08-13,Hospedagem,200.0,1
511,2032-07-16,Hospedagem,200.0,1
512,2030-12-23,Hospedagem,300.0,1
513,2032-11-09,Hospedagem,600.0,1
514,2031-08-15,Hospedagem,300.0,1
515,2031-03-27,Hospedagem,300.0,1
516,2032-12-20,Hospedagem,100.0,1
517,2030-06-26,Hospedagem,150.0,1
518,2032-02-17,Hospedagem,200.0,1
519,2031-12-31,Hospedagem,200.0,1
520,2031-01-27,Hospedagem,100.0,1
521,2032-11-04,Hospedagem,200.0,1
522,2031-05-09,Hospedagem,150.0,1
523,2031-01-20,Hospedagem,750.0,1
524,2031-03-09,Hospedagem,150.0,1
525,2030-10-07,Hospedagem,450.0,1
526,2031-08-18,Hospedagem,600.0,1
527,2032-01-03,Hospedagem,100.0,1
528,2032-03-29,Hospedagem,600.0,1
529,2031-04-15,Hospedagem,150.0,1
530,2031-04-14,Hospedagem,50.0,1
531,2032-01-22,Hospedagem,400.0,1
532,2032-08-28,Hospedagem,100.0,1
533,2032-11-24,Hospedagem,100.0,1
534,2032-08-20,Hospedagem,750.0,1
535,2030-03-03,Hospedagem,450.0,1
536,2030-09-21,Hospedagem,200.0,1
537,2030-12-24,Hospedagem,200.0,1
538,2032-06-29,Hospedagem,800.0,1
539,2032-08-17,Hospedagem,300.0,1
540,2030-08-15,Hospedagem,150.0,1
541,2032-11-29,Hospedagem,100.0,1
542,2031-07-22,Hospedagem,600.0,1
543,2030-01-10,Hospedagem,300.0,1
544,2031-07-21,Hospedagem,200.0,1
545,2030-09-19,Hospedagem,200.0,1
546,2031-02-23,Hospedagem,450.0,1
547,2032-10-28,Hospedagem,100.0,1
548,2031-10-27,Hospedagem,300.0,1
549,2031-09-03,Hospedagem,600.0,1
550,2030-10-10,Hospedagem,150.0,1
551,2030-06-04,Hospedagem,200.0,1
552,2030-06-07,Hospedagem,100.0,1
553,2030-05-07,Hospedagem,150.0,1
554,2032-06-19,Hospedagem,200.0,1
555,2031-11-14,Hospedagem,150.0,1
556,2032-10-21,Hospedagem,150.0,1
557,2032-11-30,Hospedagem,450.0,1
558,2031-05-10,Hospedagem,600.0,1
559,2030-04-19,Hospedagem,800.0,1
560,2031-03-20,Hospedagem,200.0,1
561,2030-10-30,Hospedagem,300.0,1
562,2032-12-29,Hospedagem,150.0,1
563,2030-07-20,Hospedagem,200.0,1
564,2033-01-03,Hospedagem,450.0,1
565,2031-12-22,Hospedagem,150.0,1
566,2031-07-28,Hospedagem,200.0,1
567,2032-10-20,Hospedagem,100.0,1
568,2030-11-10,Hospedagem,400.0,1
569,2030-09-12,Hospedagem,450.0,1
570,2032-04-06,Hospedagem,400.0,1
571,2031-02-10,Hospedagem,450.0,1
572,2031-12-22,Hospedagem,150.0,1
573,2031-07-09,Hospedagem,300.0,1
574,2030-09-07,Hospedagem,150.0,1
575,2030-06-23,Hospedagem,450.0,1
576,2032-09-27,Hospedagem,400.0,1
577,2032-02-24,Hospedagem,100.0,1
578,2031-02-20,Hospedagem,400.0,1
579,2032-10-23,Hospedagem,150.0,1
580,2032-03-11,Hospedagem,600.0,1
581,2031-06-10,Hospedagem,100.0,1
582,2032-03-25,Hospedagem,150.0,1
583,2032-04-15,Hospedagem,300.0,1
584,2032-03-07,Hospedagem,450.0,1
585,2030-06-05,Hospedagem,750.0,1
586,2032-12-29,Hospedagem,200.0,1
587,2030-12-29,Hospedagem,450.0,1
588,2032-10-28,Hospedagem,800.0,1
589,2032-11-10,Hospedagem,600.0,1
590,2032-01-07,Hospedagem,150.0,1
591,2032-07-19,Hospedagem,200.0,1
592,2031-12-13,Hospedagem,300.0,1
593,2030-12-19,Hospedagem,200.0,1
594,2032-10-03,Hospedagem,100.0,1
595,2031-02-22,Hospedagem,150.0,1
596,2030-08-17,Hospedagem,100.0,1
597,2031-11-02,Hospedagem,450.0,1
598,2032-01-01,Hospedagem,750.0,1
599,2030-04-22,Hospedagem,100.0,1
600,2032-02-04,Hospedagem,200.0,1
601,2030-09-27,Hospedagem,400.0,1
602,2030-07-18,Hospedagem,300.0,1
603,2031-01-11,Hospedagem,450.0,1
604,2030-09-12,Hospedagem,100.0,1
605,2032-06-19,Hospedagem,300.0,1
606,2030-08-31,Hospedagem,200.0,1
607,2030-12-02,Hospedagem,450.0,1
608,2032-09-29,Hospedagem,200.0,1
609,2032-08-20,Hospedagem,500.0,1
610,2031-02-24,Hospedagem,100.0,1
611,2030-10-07,Hospedagem,300.0,1
612,2032-09-22,Hospedagem,150.0,1
613,2031-12-19,Hospedagem,150.0,1
614,2031-09-26,Hospedagem,300.0,1
615,2030-11-27,Hospedagem,100.0,1
616,2030-12-29,Hospedagem,100.0,1
617,2032-03-25,Hospedagem,100.0,1
618,2030-09-22,Hospedagem,200.0,1
619,2030-10-23,Hospedagem,100.0,1
620,2030-07-19,Hospedagem,100.0,1
621,2031-07-05,Hospedagem,300.0,1
622,2030-07-25,Hospedagem,150.0,1
623,2030-10-19,Hospedagem,400.0,1
624,2031-07-04,Hospedagem,300.0,1
625,2031-11-02,Hospedagem,400.0,1
626,2031-11-19,Hospedagem,300.0,1
627,2032-05-10,Hospedagem,400.0,1
628,2032-07-18,Hospedagem,450.0,1
629,2030-12-15,Hospedagem,600.0,1
630,2032-11-15,Hospedagem,400.0,1
631,2031-12-02,Hospedagem,200.0,1
632,2030-05-16,Hospedagem,400.0,1
633,2032-03-11,Hospedagem,300.0,1
